1,234.816,,CustomerID,Max of INVOICE DATE,Count of InvoiceNo,Sum of Total sales,days since,days_sincetoday,RSCORE,F SCORE,M SCORE,RFM SCORE,,,,,,,,
,,,15267,40864,11,1717.36,22,4550,3,4,4,344,,,,,,,,
,,,15269,40863,2,408.8,23,4551,3,4,2,342,,,,,,,,
,,,15270,40871,48,2298.2,15,4543,4,2,4,424,,,,,,,,
,,,15271,40879,275,2485.82,7,4535,4,1,4,414,,,,,,,,
,,,15272,40829,63,721.94,57,4585,2,2,3,223,,,,,,,,
,,,15274,40882,47,716.57,4,4532,4,2,3,423,,,,,,,,
,,,15275,40849,42,609.19,37,4565,3,2,2,322,,,,,,,,
,,,15276,40820,52,135.31,66,4594,2,2,1,221,,,,,,,,
,,,15277,40840,12,255.9,46,4574,3,4,1,341,,,,,,,,
,,,15279,40532,21,277.41,354,4882,1,3,1,131,,,,,,,,
,,,15280,40714,16,113.12,172,4700,1,4,1,141,,,,,,,,
,,,15281,40828,150,2239.95,58,4586,2,1,4,214,,,,,,,,
,,,15286,40837,3,240.55,49,4577,3,4,1,341,,,,,,,,
,,,15287,40864,21,485.24,22,4550,3,3,2,332,,,,,,,,
,,,15288,40843,88,2306.52,43,4571,3,2,4,324,,,,,,,,
,,,15289,40857,59,935.1,29,4557,3,2,3,323,,,,,,,,
,,,15290,40882,212,7803.77,4,4532,4,1,4,414,,,,,,,,
,,,15291,40861,109,4596.51,25,4553,3,1,4,314,,,,,,,,
,,,15292,40685,25,180.94,201,4729,1,3,1,131,,,,,,,,
,,,15296,40836,200,3610.31,50,4578,3,1,4,314,,,,,,,,
,,,15297,40876,41,635.04,10,4538,4,3,2,432,,,,,,,,
,,,15298,40884,194,3774.1,2,4530,4,1,4,414,,,,,,,,
,,,15299,40819,12,3787.09,67,4595,2,4,4,244,,,,,,,,
,,,15300,40822,28,496.44,64,4592,2,3,2,232,,,,,,,,
,,,15301,40836,247,5028.12,50,4578,3,1,4,314,,,,,,,,
,,,15303,40596,31,574.02,290,4818,1,3,2,132,,,,,,,,
,,,15304,40826,26,680.3,60,4588,2,3,3,233,,,,,,,,
,,,15306,40822,58,1174.35,64,4592,2,2,3,223,,,,,,,,
,,,15307,40791,12,205.3,95,4623,2,4,1,241,,,,,,,,
,,,15308,40612,21,302.27,274,4802,1,3,2,132,,,,,,,,
,,,15311,40886,2491,59419.34,0,4528,4,1,4,414,,,,,,,,
,,,15312,40811,48,921.1,75,4603,2,2,3,223,,,,,,,,
,,,15313,40776,1,52,110,4638,2,4,1,241,,,,,,,,
,,,15314,40687,24,327.97,199,4727,1,3,2,132,,,,,,,,
,,,15315,40822,38,551.54,64,4592,2,3,2,232,,,,,,,,
,,,15316,40560,1,165,326,4854,1,4,1,141,,,,,,,,
,,,15318,40883,33,312.62,3,4531,4,3,2,432,,,,,,,,
,,,15319,40603,16,204.5,283,4811,1,4,1,141,,,,,,,,
,,,15320,40842,36,267.13,44,4572,3,3,1,331,,,,,,,,
,,,15321,40816,106,2650.73,70,4598,2,1,4,214,,,,,,,,
,,,15322,40801,49,602.97,85,4613,2,2,2,222,,,,,,,,
,,,15325,40783,49,162.29,103,4631,2,2,1,221,,,,,,,,
,,,15326,40553,29,311.71,333,4861,1,3,2,132,,,,,,,,
,,,15327,40834,10,208.75,52,4580,2,4,1,241,,,,,,,,
,,,15329,40847,62,1005.5,39,4567,3,2,3,323,,,,,,,,
,,,15330,40854,13,714.96,32,4560,3,4,3,343,,,,,,,,
,,,15332,40520,35,1661.06,366,4894,1,3,4,134,,,,,,,,
,,,15333,40678,16,1028.56,208,4736,1,4,3,143,,,,,,,,
,,,15334,40730,99,351.67,156,4684,1,2,2,122,,,,,,,,
,,,15335,40833,36,173.97,53,4581,2,3,1,231,,,,,,,,
,,,15339,40820,88,557.57,66,4594,2,2,2,222,,,,,,,,
,,,15341,40806,17,2020.52,80,4608,2,3,4,234,,,,,,,,
,,,15342,40757,26,391.76,129,4657,2,3,2,232,,,,,,,,
,,,15343,40799,21,364.5,87,4615,2,3,2,232,,,,,,,,
,,,15344,40886,32,476.58,0,4528,4,3,2,432,,,,,,,,
,,,15345,40841,23,367.69,45,4573,3,3,2,332,,,,,,,,
,,,15346,40554,17,252.42,332,4860,1,3,1,131,,,,,,,,
,,,15347,40520,5,201.6,366,4894,1,4,1,141,,,,,,,,
,,,15348,40814,9,158.04,72,4600,2,4,1,241,,,,,,,,
,,,15349,40728,72,473.81,158,4686,1,2,2,122,,,,,,,,
,,,15350,40513,5,115.65,373,4901,1,4,1,141,,,,,,,,
,,,15351,40874,233,1862.14,12,4540,4,1,4,414,,,,,,,,
,,,15353,40632,63,777.02,254,4782,1,2,3,123,,,,,,,,
,,,15355,40857,14,277.05,29,4557,3,4,1,341,,,,,,,,
,,,15356,40855,519,2766.5,31,4559,3,1,4,314,,,,,,,,
,,,15358,40882,561,8234.8,4,4532,4,1,4,414,,,,,,,,
,,,15360,40847,13,427.93,39,4567,3,4,2,342,,,,,,,,
,,,15361,40525,7,418.92,361,4889,1,4,2,142,,,,,,,,
,,,15363,40514,17,318.05,372,4900,1,3,2,132,,,,,,,,
,,,15364,40791,29,913.19,95,4623,2,3,3,233,,,,,,,,
,,,15365,40861,151,1330.45,25,4553,3,1,3,313,,,,,,,,
,,,15366,40811,44,602.51,75,4603,2,2,2,222,,,,,,,,
,,,15367,40829,96,1867.69,57,4585,2,2,4,224,,,,,,,,
,,,15368,40865,4,446.94,21,4549,3,4,2,342,,,,,,,,
,,,15369,,1,-1592.49,40886,45414,1,4,1,141,,,,,,,,
,,,15370,40846,95,2360.55,40,4568,3,2,4,324,,,,,,,,
,,,15372,40749,27,2007.4,137,4665,2,3,4,234,,,,,,,,
,,,15373,40878,137,2213.11,8,4536,4,1,4,414,,,,,,,,
,,,15374,40758,3,168,128,4656,2,4,1,241,,,,,,,,
,,,15376,40846,117,1233.36,40,4568,3,1,3,313,,,,,,,,
,,,15379,40717,196,3631.89,169,4697,1,1,4,114,,,,,,,,
,,,15380,40878,37,1682.36,8,4536,4,3,4,434,,,,,,,,
,,,15381,40673,8,596.85,213,4741,1,4,2,142,,,,,,,,
,,,15382,40872,306,5927.86,14,4542,4,1,4,414,,,,,,,,
,,,15384,40717,43,635.76,169,4697,1,2,2,122,,,,,,,,
,,,15385,40846,12,316.88,40,4568,3,4,2,342,,,,,,,,
,,,15386,40700,31,394.14,186,4714,1,3,2,132,,,,,,,,
,,,15388,40616,10,140.54,270,4798,1,4,1,141,,,,,,,,
,,,15389,40714,1,500,172,4700,1,4,2,142,,,,,,,,
,,,15392,40882,85,1515.73,4,4532,4,2,3,423,,,,,,,,
,,,15393,40870,12,231.86,16,4544,4,4,1,441,,,,,,,,
,,,15394,40877,85,2183.54,9,4537,4,2,4,424,,,,,,,,
,,,15395,40561,7,107.45,325,4853,1,4,1,141,,,,,,,,
,,,15396,40774,14,288.18,112,4640,2,4,1,241,,,,,,,,
,,,15397,40597,6,94,289,4817,1,4,1,141,,,,,,,,
,,,15398,40870,74,1339.63,16,4544,4,2,3,423,,,,,,,,
,,,15399,40885,50,815.77,1,4529,4,2,3,423,,,,,,,,
,,,15400,40794,13,666.7,92,4620,2,4,3,243,,,,,,,,
,,,15402,40738,42,626.77,148,4676,1,2,2,122,,,,,,,,
,,,15405,40697,8,349.1,189,4717,1,4,2,142,,,,,,,,
,,,15406,40855,58,426.61,31,4559,3,2,2,322,,,,,,,,
,,,15407,40853,153,1056.44,33,4561,3,1,3,313,,,,,,,,
,,,15408,40622,34,267.18,264,4792,1,3,1,131,,,,,,,,
,,,15410,40802,122,3450.84,84,4612,2,1,4,214,,,,,,,,
,,,15411,40860,100,1346.38,26,4554,3,2,3,323,,,,,,,,
,,,15412,40715,10,190.53,171,4699,1,4,1,141,,,,,,,,
,,,15414,40877,39,774.9,9,4537,4,3,3,433,,,,,,,,
,,,15415,40573,48,572.81,313,4841,1,2,2,122,,,,,,,,
,,,15416,40822,193,3974.37,64,4592,2,1,4,214,,,,,,,,
,,,15417,40801,28,508.8,85,4613,2,3,2,232,,,,,,,,
,,,15419,40862,8,135.86,24,4552,3,4,1,341,,,,,,,,
,,,15421,40828,53,950.36,58,4586,2,2,3,223,,,,,,,,
,,,15422,40563,6,97.7,323,4851,1,4,1,141,,,,,,,,
,,,15423,40848,2,43.5,38,4566,3,4,1,341,,,,,,,,
,,,15424,40632,17,383.34,254,4782,1,3,2,132,,,,,,,,
,,,15426,40867,300,1429.9,19,4547,3,1,3,313,,,,,,,,
,,,15427,40853,306,1483.14,33,4561,3,1,3,313,,,,,,,,
,,,15428,40871,6,93.78,15,4543,4,4,1,441,,,,,,,,
,,,15429,40860,83,364.9,26,4554,3,2,2,322,,,,,,,,
,,,15432,40863,10,171.19,23,4551,3,4,1,341,,,,,,,,
,,,15433,40673,53,417.87,213,4741,1,2,2,122,,,,,,,,
,,,15434,40878,59,997.48,8,4536,4,2,3,423,,,,,,,,
,,,15435,40864,29,149.29,22,4550,3,3,1,331,,,,,,,,
,,,15436,40874,329,1122.53,12,4540,4,1,3,413,,,,,,,,
,,,15437,40624,45,200.16,262,4790,1,2,1,121,,,,,,,,
,,,15438,40755,25,156.58,131,4659,2,3,1,231,,,,,,,,
,,,15440,40832,62,383.68,54,4582,2,2,2,222,,,,,,,,
,,,15442,40638,2,594,248,4776,1,4,2,142,,,,,,,,
,,,15443,40885,385,3212.16,1,4529,4,1,4,414,,,,,,,,
,,,15444,40877,219,1418.26,9,4537,4,1,3,413,,,,,,,,
,,,15445,40622,5,113.5,264,4792,1,4,1,141,,,,,,,,
,,,15447,40556,9,155.17,330,4858,1,4,1,141,,,,,,,,
,,,15448,40574,28,494.64,312,4840,1,3,2,132,,,,,,,,
,,,15449,40860,62,971.22,26,4554,3,2,3,323,,,,,,,,
,,,15450,40856,30,429.84,30,4558,3,3,2,332,,,,,,,,
,,,15452,40857,58,538.73,29,4557,3,2,2,322,,,,,,,,
,,,15453,40885,286,1388.37,1,4529,4,1,3,413,,,,,,,,
,,,15454,40524,25,179.1,362,4890,1,3,1,131,,,,,,,,
,,,15456,40603,60,447.22,283,4811,1,2,2,122,,,,,,,,
,,,15457,40624,58,237.07,262,4790,1,2,1,121,,,,,,,,
,,,15458,40861,7,161.64,25,4553,3,4,1,341,,,,,,,,
,,,15460,40532,58,216.76,354,4882,1,2,1,121,,,,,,,,
,,,15462,40792,11,234.6,94,4622,2,4,1,241,,,,,,,,
,,,15463,40857,7,126.14,29,4557,3,4,1,341,,,,,,,,
,,,15464,40548,157,1048.85,338,4866,1,1,3,113,,,,,,,,
,,,15465,40867,104,6945.02,19,4547,3,1,4,314,,,,,,,,
,,,15466,40801,57,334.53,85,4613,2,2,2,222,,,,,,,,
,,,15467,40877,53,511.88,9,4537,4,2,2,422,,,,,,,,
,,,15468,40835,29,438.46,51,4579,2,3,2,232,,,,,,,,
,,,15469,40836,27,504.5,50,4578,3,3,2,332,,,,,,,,
,,,15471,40884,77,469.48,2,4530,4,2,2,422,,,,,,,,
,,,15472,40773,76,371.56,113,4641,2,2,2,222,,,,,,,,
,,,15473,40872,14,1465.2,14,4542,4,4,3,443,,,,,,,,
,,,15475,40809,29,454.11,77,4605,2,3,2,232,,,,,,,,
,,,15478,40846,46,1441.42,40,4568,3,2,3,323,,,,,,,,
,,,15480,40770,45,905.5,116,4644,2,2,3,223,,,,,,,,
,,,15482,40871,127,6568.72,15,4543,4,1,4,414,,,,,,,,
,,,15483,40725,88,233.81,161,4689,1,2,1,121,,,,,,,,
,,,15484,40885,189,3563.11,1,4529,4,1,4,414,,,,,,,,
,,,15485,40856,86,2575,30,4558,3,2,4,324,,,,,,,,
,,,15488,40794,2,91.32,92,4620,2,4,1,241,,,,,,,,
,,,15489,40864,55,1090.03,22,4550,3,2,3,323,,,,,,,,
,,,15491,40791,155,3090.85,95,4623,2,1,4,214,,,,,,,,
,,,15492,40858,35,659.46,28,4556,3,3,3,333,,,,,,,,
,,,15493,40854,299,1967.25,32,4560,3,1,4,314,,,,,,,,
,,,15494,40865,125,1299.23,21,4549,3,1,3,313,,,,,,,,
,,,15497,40869,16,1259.7,17,4545,3,4,3,343,,,,,,,,
,,,15498,40884,523,12396.46,2,4530,4,1,4,414,,,,,,,,
,,,15500,40878,68,1131.56,8,4536,4,2,3,423,,,,,,,,
,,,15502,40871,252,5541.46,15,4543,4,1,4,414,,,,,,,,
,,,15503,40524,70,147.09,362,4890,1,2,1,121,,,,,,,,
,,,15504,40805,13,52.83,81,4609,2,4,1,241,,,,,,,,
,,,15505,40834,99,3497.14,52,4580,2,2,4,224,,,,,,,,
,,,15506,40864,164,979.26,22,4550,3,1,3,313,,,,,,,,
,,,15507,40715,46,492.36,171,4699,1,2,2,122,,,,,,,,
,,,15508,40697,92,1000.27,189,4717,1,2,3,123,,,,,,,,
,,,15510,40556,1,250,330,4858,1,4,1,141,,,,,,,,
,,,15511,40875,160,909.23,11,4539,4,1,3,413,,,,,,,,
,,,15512,40731,7,121,155,4683,1,4,1,141,,,,,,,,
,,,15513,40853,314,14520.08,33,4561,3,1,4,314,,,,,,,,
,,,15514,40874,218,2963.19,12,4540,4,1,4,414,,,,,,,,
,,,15516,40842,15,62.43,44,4572,3,4,1,341,,,,,,,,
,,,15517,40653,27,267.03,233,4761,1,3,1,131,,,,,,,,
,,,15518,40822,220,1911.89,64,4592,2,1,4,214,,,,,,,,
,,,15520,40885,18,343.5,1,4529,4,3,2,432,,,,,,,,
,,,15521,40846,200,2574.65,40,4568,3,1,4,314,,,,,,,,
,,,15522,40854,57,398.84,32,4560,3,2,2,322,,,,,,,,
,,,15523,40802,10,412.01,84,4612,2,4,2,242,,,,,,,,
,,,15524,40862,1,440,24,4552,3,4,2,342,,,,,,,,
,,,15525,40884,180,811.02,2,4530,4,1,3,413,,,,,,,,
,,,15526,40853,4,148.44,33,4561,3,4,1,341,,,,,,,,
,,,15527,40868,166,2348.82,18,4546,3,1,4,314,,,,,,,,
,,,15528,40632,26,229.33,254,4782,1,3,1,131,,,,,,,,
,,,15529,40864,674,3967.78,22,4550,3,1,4,314,,,,,,,,
,,,15530,40865,108,1502.35,21,4549,3,1,3,313,,,,,,,,
,,,15531,40878,228,2007.44,8,4536,4,1,4,414,,,,,,,,
,,,15532,40861,263,1517.08,25,4553,3,1,3,313,,,,,,,,
,,,15533,40867,86,746.92,19,4547,3,2,3,323,,,,,,,,
,,,15535,40713,78,459.9,173,4701,1,2,2,122,,,,,,,,
,,,15537,40723,24,110.92,163,4691,1,3,1,131,,,,,,,,
,,,15539,40879,41,538.46,7,4535,4,3,2,432,,,,,,,,
,,,15540,40875,15,213.3,11,4539,4,4,1,441,,,,,,,,
,,,15541,40772,29,85.13,114,4642,2,3,1,231,,,,,,,,
,,,15543,40598,28,127.86,288,4816,1,3,1,131,,,,,,,,
,,,15544,40877,261,3542.51,9,4537,4,1,4,414,,,,,,,,
,,,15545,40832,81,292.72,54,4582,2,2,1,221,,,,,,,,
,,,15547,40879,702,4954.84,7,4535,4,1,4,414,,,,,,,,
,,,15549,40809,116,1655.76,77,4605,2,1,4,214,,,,,,,,
,,,15550,40882,61,575.63,4,4532,4,2,2,422,,,,,,,,
,,,15551,40850,29,436.06,36,4564,3,3,2,332,,,,,,,,
,,,15552,40669,17,90.12,217,4745,1,3,1,131,,,,,,,,
,,,15553,40826,56,437.23,60,4588,2,2,2,222,,,,,,,,
,,,15554,40609,14,217.2,277,4805,1,4,1,141,,,,,,,,
,,,15555,40874,925,4758.2,12,4540,4,1,4,414,,,,,,,,
,,,15556,40862,31,279.77,24,4552,3,3,1,331,,,,,,,,
,,,15557,40858,20,473.65,28,4556,3,3,2,332,,,,,,,,
,,,15561,40875,31,722.74,11,4539,4,3,3,433,,,,,,,,
,,,15562,40535,1,134.55,351,4879,1,4,1,141,,,,,,,,
,,,15563,40864,117,1319.69,22,4550,3,1,3,313,,,,,,,,
,,,15565,40836,8,173.16,50,4578,3,4,1,341,,,,,,,,
,,,15567,40868,7,186.01,18,4546,3,4,1,341,,,,,,,,
,,,15568,40884,53,758.29,2,4530,4,2,3,423,,,,,,,,
,,,15569,40783,31,1375.71,103,4631,2,3,3,233,,,,,,,,
,,,15570,40879,330,4109.97,7,4535,4,1,4,414,,,,,,,,
,,,15571,40875,57,650.43,11,4539,4,2,3,423,,,,,,,,
,,,15572,40882,215,2552.86,4,4532,4,1,4,414,,,,,,,,
,,,15573,40855,104,607.45,31,4559,3,1,2,312,,,,,,,,
,,,15574,40709,168,702.25,177,4705,1,1,3,113,,,,,,,,
,,,15576,40849,45,940.67,37,4565,3,2,3,323,,,,,,,,
,,,15577,40735,39,258.88,151,4679,1,3,1,131,,,,,,,,
,,,15578,40724,13,127.1,162,4690,1,4,1,141,,,,,,,,
,,,15579,40818,51,348.6,68,4596,2,2,2,222,,,,,,,,
,,,15581,40766,151,3429.97,120,4648,2,1,4,214,,,,,,,,
,,,15582,40862,44,682.91,24,4552,3,2,3,323,,,,,,,,
,,,15584,40863,125,722.61,23,4551,3,1,3,313,,,,,,,,
,,,15585,40710,31,455.3,176,4704,1,3,2,132,,,,,,,,
,,,15587,40836,9,913.68,50,4578,3,4,3,343,,,,,,,,
,,,15589,40631,30,456.58,255,4783,1,3,2,132,,,,,,,,
,,,15590,,1,-30.19,40886,45414,1,4,1,141,,,,,,,,
,,,15592,40840,24,388.58,46,4574,3,3,2,332,,,,,,,,
,,,15593,40816,5,199.8,70,4598,2,4,1,241,,,,,,,,
,,,15594,40871,104,1767.53,15,4543,4,1,4,414,,,,,,,,
,,,15596,40786,84,1343.34,100,4628,2,2,3,223,,,,,,,,
,,,15597,40851,23,315.72,35,4563,3,3,2,332,,,,,,,,
,,,15598,40833,16,235.68,53,4581,2,4,1,241,,,,,,,,
,,,15599,40860,52,761.74,26,4554,3,2,3,323,,,,,,,,
,,,15601,40875,414,6745.36,11,4539,4,1,4,414,,,,,,,,
,,,15602,40878,54,1083.63,8,4536,4,2,3,423,,,,,,,,
,,,15603,40808,2,48.48,78,4606,2,4,1,241,,,,,,,,
,,,15604,40834,17,216.39,52,4580,2,3,1,231,,,,,,,,
,,,15605,40850,67,1198.23,36,4564,3,2,3,323,,,,,,,,
,,,15606,40825,91,2422.64,61,4589,2,2,4,224,,,,,,,,
,,,15607,40550,13,104.76,336,4864,1,4,1,141,,,,,,,,
,,,15608,40858,60,1093.68,28,4556,3,2,3,323,,,,,,,,
,,,15609,40702,18,270.03,184,4712,1,3,1,131,,,,,,,,
,,,15610,40835,6,112.46,51,4579,2,4,1,241,,,,,,,,
,,,15611,40877,45,1568.39,9,4537,4,2,3,423,,,,,,,,
,,,15612,40850,6,195.15,36,4564,3,4,1,341,,,,,,,,
,,,15615,40876,429,10360.04,10,4538,4,1,4,414,,,,,,,,
,,,15618,40854,49,747.031,32,4560,3,2,3,323,,,,,,,,
,,,15619,40876,3,336.4,10,4538,4,4,2,442,,,,,,,,
,,,15620,40830,104,1524.4,56,4584,2,1,3,213,,,,,,,,
,,,15621,40882,18,1158.77,4,4532,4,3,3,433,,,,,,,,
,,,15622,40843,214,3224.53,43,4571,3,1,4,314,,,,,,,,
,,,15623,40745,19,301.03,141,4669,2,3,2,232,,,,,,,,
,,,15624,40770,34,588.13,116,4644,2,3,2,232,,,,,,,,
,,,15625,40783,68,1504.56,103,4631,2,2,3,223,,,,,,,,
,,,15626,40812,49,675.8,74,4602,2,2,3,223,,,,,,,,
,,,15628,40882,157,2865.64,4,4532,4,1,4,414,,,,,,,,
,,,15630,40841,61,1180.4,45,4573,3,2,3,323,,,,,,,,
,,,15632,40871,177,3147.31,15,4543,4,1,4,414,,,,,,,,
,,,15634,40869,15,243.55,17,4545,3,4,1,341,,,,,,,,
,,,15636,40797,25,724.76,89,4617,2,3,3,233,,,,,,,,
,,,15637,40834,15,223.36,52,4580,2,4,1,241,,,,,,,,
,,,15638,,2,-94,40886,45414,1,4,1,141,,,,,,,,
,,,15639,40752,25,425.32,134,4662,2,3,2,232,,,,,,,,
,,,15640,40882,495,12433.34,4,4532,4,1,4,414,,,,,,,,
,,,15641,40781,119,1887.2,105,4633,2,1,4,214,,,,,,,,
,,,15643,40695,36,647.4,191,4719,1,3,2,132,,,,,,,,
,,,15644,40720,238,813,166,4694,1,1,3,113,,,,,,,,
,,,15645,40868,52,612.01,18,4546,3,2,2,322,,,,,,,,
,,,15646,40729,36,425.14,157,4685,1,3,2,132,,,,,,,,
,,,15648,40682,28,599.9,204,4732,1,3,2,132,,,,,,,,
,,,15649,40550,2,816,336,4864,1,4,3,143,,,,,,,,
,,,15651,40850,32,646.3,36,4564,3,3,2,332,,,,,,,,
,,,15652,40795,21,337.74,91,4619,2,3,2,232,,,,,,,,
,,,15653,40794,6,877.44,92,4620,2,4,3,243,,,,,,,,
,,,15654,40877,21,922.53,9,4537,4,3,3,433,,,,,,,,
,,,15655,40643,37,511.32,243,4771,1,3,2,132,,,,,,,,
,,,15656,40841,47,748.5,45,4573,3,2,3,323,,,,,,,,
,,,15657,40864,1,30,22,4550,3,4,1,341,,,,,,,,
,,,15658,40696,56,958.9,190,4718,1,2,3,123,,,,,,,,
,,,15659,40843,11,306.45,43,4571,3,4,2,342,,,,,,,,
,,,15660,40861,94,1552.01,25,4553,3,2,3,323,,,,,,,,
,,,15661,40569,5,309.8,317,4845,1,4,2,142,,,,,,,,
,,,15663,40780,9,138.14,106,4634,2,4,1,241,,,,,,,,
,,,15664,40836,19,358.63,50,4578,3,3,2,332,,,,,,,,
,,,15665,40718,116,2242.01,168,4696,1,1,4,114,,,,,,,,
,,,15667,40847,13,301.32,39,4567,3,4,2,342,,,,,,,,
,,,15668,40669,1,76.32,217,4745,1,4,1,141,,,,,,,,
,,,15669,40846,35,677.69,40,4568,3,3,3,333,,,,,,,,
,,,15670,40590,12,173.05,296,4824,1,4,1,141,,,,,,,,
,,,15671,40868,81,2635.49,18,4546,3,2,4,324,,,,,,,,
,,,15673,40798,155,2881.02,88,4616,2,1,4,214,,,,,,,,
,,,15674,40813,135,1744.02,73,4601,2,1,4,214,,,,,,,,
,,,15675,40805,21,323.69,81,4609,2,3,2,232,,,,,,,,
,,,15676,40868,216,3324.09,18,4546,3,1,4,314,,,,,,,,
,,,15677,40837,33,657.23,49,4577,3,3,3,333,,,,,,,,
,,,15678,40834,12,352.7,52,4580,2,4,2,242,,,,,,,,
,,,15679,40862,110,781.28,24,4552,3,1,3,313,,,,,,,,
,,,15680,40877,78,1333.68,9,4537,4,2,3,423,,,,,,,,
,,,15681,40861,67,946.36,25,4553,3,2,3,323,,,,,,,,
,,,15683,40769,10,193.75,117,4645,2,4,1,241,,,,,,,,
,,,15687,40878,168,2981.5,8,4536,4,1,4,414,,,,,,,,
,,,15689,40767,9,254.1,119,4647,2,4,1,241,,,,,,,,
,,,15690,40882,19,239.76,4,4532,4,3,1,431,,,,,,,,
,,,15691,40634,2,136.8,252,4780,1,4,1,141,,,,,,,,
,,,15692,40858,12,191.04,28,4556,3,4,1,341,,,,,,,,
,,,15694,40886,79,6423.6,0,4528,4,2,4,424,,,,,,,,
,,,15695,40620,22,409.98,266,4794,1,3,2,132,,,,,,,,
,,,15696,40853,177,2644.46,33,4561,3,1,4,314,,,,,,,,
,,,15699,40869,18,309.65,17,4545,3,3,2,332,,,,,,,,
,,,15700,40714,89,664.03,172,4700,1,2,3,123,,,,,,,,
,,,15701,40884,237,1542.14,2,4530,4,1,3,413,,,,,,,,
,,,15703,40622,5,211.5,264,4792,1,4,1,141,,,,,,,,
,,,15704,40746,117,2293.62,140,4668,2,1,4,214,,,,,,,,
,,,15705,40685,6,143.1,201,4729,1,4,1,141,,,,,,,,
,,,15706,40823,59,1001.81,63,4591,2,2,3,223,,,,,,,,
,,,15707,40851,214,945.58,35,4563,3,1,3,313,,,,,,,,
,,,15708,40846,297,3329.72,40,4568,3,1,4,314,,,,,,,,
,,,15709,40603,6,133.25,283,4811,1,4,1,141,,,,,,,,
,,,15712,40877,53,1072.36,9,4537,4,2,3,423,,,,,,,,
,,,15713,40743,20,346.75,143,4671,2,3,2,232,,,,,,,,
,,,15714,40875,35,330.88,11,4539,4,3,2,432,,,,,,,,
,,,15716,40741,118,1118.81,145,4673,2,1,3,213,,,,,,,,
,,,15717,40652,7,150.3,234,4762,1,4,1,141,,,,,,,,
,,,15719,40854,938,5043.96,32,4560,3,1,4,314,,,,,,,,
,,,15720,40862,128,598.73,24,4552,3,1,2,312,,,,,,,,
,,,15721,40875,91,507.08,11,4539,4,2,2,422,,,,,,,,
,,,15722,40851,72,2181.21,35,4563,3,2,4,324,,,,,,,,
,,,15723,40522,41,203.1,364,4892,1,3,1,131,,,,,,,,
,,,15724,40685,12,212.3,201,4729,1,4,1,141,,,,,,,,
,,,15725,40871,32,415.25,15,4543,4,3,2,432,,,,,,,,
,,,15727,40870,302,5178.96,16,4544,4,1,4,414,,,,,,,,
,,,15728,,4,-134.8,40886,45414,1,4,1,141,,,,,,,,
,,,15729,40674,6,62,212,4740,1,4,1,141,,,,,,,,
,,,15730,40821,73,1108.38,65,4593,2,2,3,223,,,,,,,,
,,,15732,40674,14,294.12,212,4740,1,4,2,142,,,,,,,,
,,,15733,40604,10,162.3,282,4810,1,4,1,141,,,,,,,,
,,,15734,40772,26,1339.45,114,4642,2,3,3,233,,,,,,,,
,,,15737,40872,81,1121.21,14,4542,4,2,3,423,,,,,,,,
,,,15738,40868,176,4788.77,18,4546,3,1,4,314,,,,,,,,
,,,15739,40820,8,449.12,66,4594,2,4,2,242,,,,,,,,
,,,15740,40837,9,154.88,49,4577,3,4,1,341,,,,,,,,
,,,15743,40870,88,784.46,16,4544,4,2,3,423,,,,,,,,
,,,15744,40809,3,34.8,77,4605,2,4,1,241,,,,,,,,
,,,15745,40867,65,1071.24,19,4547,3,2,3,323,,,,,,,,
,,,15746,40752,29,182.96,134,4662,2,3,1,231,,,,,,,,
,,,15747,40874,93,974.04,12,4540,4,2,3,423,,,,,,,,
,,,15748,40846,21,149.31,40,4568,3,3,1,331,,,,,,,,
,,,15749,40651,15,21535.9,235,4763,1,4,4,144,,,,,,,,
,,,15750,40884,295,2451.23,2,4530,4,1,4,414,,,,,,,,
,,,15752,40847,412,2628.93,39,4567,3,1,4,314,,,,,,,,
,,,15753,40582,1,79.2,304,4832,1,4,1,141,,,,,,,,
,,,15754,40835,29,455.67,51,4579,2,3,2,232,,,,,,,,
,,,15755,40876,149,2318.88,10,4538,4,1,4,414,,,,,,,,
,,,15756,40825,192,532.96,61,4589,2,1,2,212,,,,,,,,
,,,15757,40821,45,714.42,65,4593,2,2,3,223,,,,,,,,
,,,15758,40862,9,205.25,24,4552,3,4,1,341,,,,,,,,
,,,15759,40668,7,253.04,218,4746,1,4,1,141,,,,,,,,
,,,15762,40821,37,583.75,65,4593,2,3,2,232,,,,,,,,
,,,15763,40855,63,1048.67,31,4559,3,2,3,323,,,,,,,,
,,,15764,40798,188,3245.47,88,4616,2,1,4,214,,,,,,,,
,,,15766,40822,11,315.06,64,4592,2,4,2,242,,,,,,,,
,,,15768,40771,28,581.83,115,4643,2,3,2,232,,,,,,,,
,,,15769,40879,147,51823.72,7,4535,4,1,4,414,,,,,,,,
,,,15773,40881,10,635.68,5,4533,4,4,2,442,,,,,,,,
,,,15774,40818,25,270.8,68,4596,2,3,1,231,,,,,,,,
,,,15775,40641,7,104.9,245,4773,1,4,1,141,,,,,,,,
,,,15776,40753,18,241.62,133,4661,2,3,1,231,,,,,,,,
,,,15777,40645,22,1021.61,241,4769,1,3,3,133,,,,,,,,
,,,15780,40703,29,475.28,183,4711,1,3,2,132,,,,,,,,
,,,15781,40861,21,333.56,25,4553,3,3,2,332,,,,,,,,
